MS_1,MS_2,MS_3,MS_4,MS_5,MS_6,MS_7,MS_8,MS_9,MS_10,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,DM_1,DM_2,DM_3,DM_4,DM_5,DM_6,DM_7,DM_8,DM_9,DM_10,DM_11,DM_12,DM_13,D2M_1,D2M_2,D2M_3,D2M_4,D2M_5,D2M_6,D2M_7,D2M_8,D2M_9,D2M_10,D2M_11,D2M_12,D2M_13,classID
6.4292364,3.074012,0.6338366,1.0006574,0.7230906,0.071681365,0.020077487,0.005780816,0.004412109,0.007638489,-200.74643,103.06707,-4.299583,-3.7507598,0.38096213,-1.3410525,-12.14957,-15.009112,-23.858776,-8.421838,-13.749196,-8.294662,-13.909274,-2.21E-08,1.10E-08,-4.41E-08,0,0,1.10E-08,2.21E-08,0,0,0,-5.51E-09,-5.51E-09,4.82E-09,-2.21E-08,-2.76E-09,-1.65E-08,-5.51E-09,-5.51E-09,-1.32E-08,-1.10E-08,-6.89E-09,1.38E-09,0,1.24E-08,6.89E-10,-1.38E-09,9
7.641928,5.67906,0.59098995,0.88595915,0.8509369,0.48660097,0.038911894,0.008213137,0.005265218,0.006882274,-166.04008,104.03958,-17.900284,4.0827966,3.0382693,-7.648904,-20.52503,-14.409389,-22.353523,-11.528944,-11.755053,-2.0092652,-16.66127,0,-1.10E-08,0,8.27E-09,5.51E-09,-1.65E-08,-3.45E-09,1.10E-08,0,1.38E-09,-8.27E-09,-2.76E-09,9.65E-09,0,2.21E-08,5.51E-09,0,1.38E-09,-2.76E-09,-3.45E-09,-1.72E-09,5.51E-09,-8.27E-09,-2.76E-09,-1.38E-09,4.13E-09,9
5.5232406,5.28949,0.8985007,0.8878435,1.0680727,0.68842036,0.05780419,0.012789815,0.006961389,0.009582262,-152.51395,96.98854,-22.121397,0.21240684,-1.1712743,-6.415836,-20.622059,-15.314141,-22.86181,-10.128532,-16.261396,-5.2243547,-13.691511,1.10E-08,2.76E-09,8.27E-09,0,0,2.76E-09,0,2.76E-09,-1.10E-08,0,0,-2.76E-09,0,1.24E-08,-5.51E-09,0,8.96E-09,1.81E-09,1.10E-08,-1.43E-08,-3.88E-09,3.45E-09,-3.45E-09,-7.58E-09,-1.38E-09,1.72E-09,9
4.2827,3.629403,1.326586,1.4292102,1.4952945,0.672128,0.0663133,0.013984427,0.008762227,0.007385468,-157.22174,100.460365,-25.272837,-0.86205775,-1.0379077,-5.874219,-20.720825,-13.343056,-22.611141,-11.36003,-14.703474,-5.431736,-12.32574,0,-4.41E-08,1.38E-08,-5.51E-09,-8.27E-09,1.65E-08,0,-2.76E-09,0,-2.76E-09,-2.76E-09,-5.51E-09,5.51E-09,-3.31E-08,1.65E-08,5.51E-09,0,2.76E-09,-8.61E-09,1.38E-09,0,-2.76E-09,-1.24E-08,-2.07E-09,-6.89E-09,6.89E-10,9
7.1963005,1.9897888,0.7237126,0.20789526,0.105649054,0.016313432,0.013583602,0.00580765,0.003120588,0.003371374,-215.20041,138.44974,-1.0396246,0.53110445,-10.917013,1.7459722,-13.847856,-5.65121,-21.62444,8.915468,-16.6192,-17.127281,-21.691748,-2.21E-08,-2.21E-08,5.51E-09,-3.45E-09,-1.10E-08,5.51E-09,-5.51E-09,-8.96E-09,-2.76E-09,0,-1.38E-09,1.38E-09,0,3.31E-08,0,0,4.82E-09,-5.51E-09,1.46E-09,2.76E-09,-2.76E-09,6.03E-10,-8.61E-10,-3.45E-09,-2.76E-09,2.07E-09,9
7.5521946,2.769029,0.70162714,0.12483142,0.054981805,0.01437074,0.015137963,0.015579055,0.006929319,0.002215964,-208.64455,133.00438,5.980439,14.049319,-29.531752,-0.8540528,-15.690415,-8.619561,-17.361097,-6.9573627,-20.995712,-16.815182,-21.927645,0,1.10E-08,1.38E-08,1.10E-08,-1.10E-08,-5.86E-09,0,-8.27E-09,5.51E-09,5.51E-09,4.13E-09,2.76E-09,2.76E-09,9.37E-08,-3.86E-08,4.82E-09,5.51E-09,-6.89E-10,2.76E-09,-2.76E-09,-2.76E-09,-4.82E-09,5.51E-09,8.27E-09,4.48E-09,-2.76E-09,9
0.47488138,0.12487688,0.07299498,0.034212567,0.009926453,0.004750759,0.002767804,0.000944399,0.000120308,9.13E-05,-289.39178,142.70602,-7.7818203,31.046404,4.394086,11.09049,15.036468,6.1268177,0.086491846,8.286256,-7.406512,10.52197,-4.2943044,0,-5.51E-09,-5.51E-09,5.51E-09,7.58E-09,5.51E-09,1.03E-09,-9.65E-09,6.89E-09,5.51E-09,2.76E-09,0,-9.99E-09,0,-1.31E-08,2.76E-09,-1.22E-08,1.17E-08,7.24E-09,-6.89E-10,2.41E-09,8.96E-09,-4.13E-09,8.27E-09,6.20E-09,-9.65E-09,2
0.4295441,0.08885522,0.05157804,0.030943636,0.007897736,0.009305327,0.003075198,0.000976703,0.000147313,0.000116573,-289.8802,140.21349,-7.469406,31.99677,4.7689905,12.02444,14.620992,8.843192,-0.076218404,10.015143,-7.8259025,9.202572,-3.0599506,-1.38E-09,-5.17E-10,-8.27E-09,0,-1.10E-08,-5.51E-09,0,4.13E-09,0,1.65E-08,-5.51E-09,0,0,1.38E-09,3.45E-09,-8.27E-09,5.51E-09,1.03E-09,-9.65E-09,-5.17E-09,-1.38E-09,-1.48E-08,1.03E-09,-5.51E-09,0,0,2
0.3938536,0.07821591,0.052972022,0.05962404,0.02136795,0.014841489,0.007089711,0.002588066,0.000826827,0.002461685,-251.10341,112.496124,-4.3617263,22.627785,5.7865887,15.555349,15.489005,11.583134,-4.723015,6.492264,-7.98509,14.49284,-3.2356288,-5.51E-09,0,6.89E-09,2.76E-09,-1.10E-08,0,0,1.10E-08,2.07E-09,5.51E-09,-1.10E-08,-4.82E-09,-1.38E-09,0,-5.51E-09,-5.51E-09,-1.65E-08,0,5.51E-09,0,1.38E-09,1.24E-08,4.82E-09,-4.82E-09,-1.36E-08,-2.76E-09,2
0.42086795,0.1340139,0.055486,0.06665849,0.027604705,0.008893301,0.00445864,0.001610886,0.000485204,0.000943818,-259.41376,110.70071,8.282325,12.691673,8.843494,15.066651,13.331441,8.977354,-5.395572,13.474724,-10.40407,12.302557,-2.709043,5.51E-09,-2.76E-09,-1.10E-08,0,0,0,0,5.51E-09,-5.51E-09,1.10E-08,5.51E-09,-2.76E-09,-1.38E-09,4.13E-09,-2.76E-09,-1.38E-08,-1.81E-09,5.51E-09,6.20E-09,3.10E-09,4.13E-09,-4.82E-09,-6.89E-10,6.89E-09,-6.89E-10,1.38E-09,2
0.4586111,0.11499734,0.04605134,0.02443076,0.009196828,0.00420192,0.003163298,0.001516721,0.000540657,0.001024825,-264.19156,107.122604,10.530383,20.533972,7.489455,12.210149,14.2092905,11.2404585,-1.6400182,11.74613,-11.634612,10.318969,-2.5678785,0,0,1.10E-08,-2.76E-09,2.76E-09,-8.27E-09,-2.76E-09,1.10E-08,-2.76E-09,5.51E-09,8.27E-09,2.76E-09,4.82E-09,5.79E-08,1.10E-08,3.45E-09,0,-4.13E-09,-3.45E-10,8.27E-09,0,-1.38E-09,-2.76E-09,4.13E-09,-9.30E-09,2.76E-09,2
0.51036507,0.18764646,0.043169446,0.016621336,0.007914542,0.004092559,0.002163316,0.001326772,0.000473472,0.00082966,-271.20236,118.331825,9.319248,23.12734,8.760827,10.252755,8.277636,6.6466727,0.08511377,10.856663,-6.930002,12.839717,-4.4542327,-1.10E-08,-1.10E-08,-5.51E-09,5.51E-09,7.58E-09,-4.82E-09,2.76E-09,-2.76E-09,0,2.07E-09,-4.13E-09,2.76E-09,2.76E-09,2.76E-08,5.51E-09,2.76E-09,2.76E-09,6.89E-09,0,-2.76E-09,8.27E-09,-2.07E-09,6.89E-10,-4.82E-09,0,-2.76E-09,2
0.45716795,0.059697647,0.05834612,0.032345783,0.012589998,0.005038994,0.003911804,0.001612015,0.000342335,0.000522149,-271.84015,114.16982,9.209085,20.614119,12.113672,13.206416,14.424703,12.383436,-2.1456366,12.461547,-8.871065,9.401253,-8.270157,0,5.51E-09,-7.58E-09,0,-2.07E-09,-5.51E-09,1.38E-09,-2.76E-09,-2.76E-09,2.76E-09,1.38E-09,-1.38E-09,-2.76E-09,5.51E-09,2.76E-09,-5.51E-09,-1.10E-08,-4.82E-09,-4.13E-09,-1.03E-09,-6.89E-10,-6.20E-09,0,-1.72E-09,5.51E-09,-1.38E-09,2
0.919063,0.071910575,0.0938671,0.19411573,0.14937335,0.21393481,0.19355053,0.05978449,0.006988348,0.000507278,-270.1912,131.41435,-13.551964,39.973507,7.7622466,21.80923,16.776863,9.48127,3.1579554,5.9417706,-8.097448,8.515918,-3.200874,1.10E-08,2.21E-08,2.21E-08,-1.10E-08,1.62E-08,5.51E-09,0,0,-5.51E-09,-5.51E-09,0,-5.51E-09,7.58E-09,-5.51E-09,-5.51E-09,0,-2.76E-09,1.10E-08,-1.10E-08,0,-2.76E-09,-4.82E-09,-5.51E-09,-8.96E-09,2.76E-09,4.13E-09,2
12.202301,1.1593274,0.3193364,0.11331609,0.06073397,0.054678373,0.029435359,0.00285959,0.000398848,0.000100212,-235.86357,149.05284,-16.977015,54.598164,18.12541,10.185212,10.338562,10.273088,2.2225945,10.046779,2.895816,6.8375225,0.35282776,-2.21E-08,0,1.93E-08,5.51E-09,-5.51E-09,0,2.76E-09,2.76E-09,4.82E-09,5.51E-09,-1.38E-09,2.76E-09,-6.89E-10,-1.65E-08,0,2.76E-09,-5.51E-09,0,-4.13E-09,2.76E-09,-6.89E-10,-4.13E-09,-6.20E-09,0,0,-1.03E-09,9
10.931831,1.4176403,0.3595302,0.15735427,0.1126234,0.07935953,0.029239545,0.004063238,0.000465117,9.04E-05,-215.7197,158.51251,-27.271275,49.651237,13.082167,8.940485,6.860006,9.817756,4.780156,11.771573,1.7217495,7.431091,4.6718507,0,0,2.76E-09,8.96E-09,0,-5.51E-09,1.38E-09,-2.76E-09,0,3.79E-09,-8.27E-09,-5.51E-09,5.51E-09,0,2.76E-09,-4.13E-09,-1.10E-08,-5.51E-09,0,-3.45E-10,-2.76E-09,-2.76E-09,-2.07E-09,-4.13E-09,-8.27E-09,3.45E-09,9
8.396169,0.6643329,0.2592695,0.17169404,0.12101766,0.08407358,0.033401385,0.005205676,0.001018396,0.000562712,-202.14369,142.40976,-27.230785,42.889965,14.290065,15.18389,9.7559805,13.274555,0.29407778,16.123394,-1.7982844,4.757488,-3.1062152,-6.62E-08,0,-1.10E-08,5.51E-09,2.76E-09,1.38E-09,9.65E-09,5.51E-09,5.51E-09,-2.76E-09,4.13E-09,2.76E-09,0,2.21E-08,2.76E-09,-2.76E-09,0,-5.51E-09,-1.38E-09,-8.27E-09,-1.03E-08,-4.13E-09,4.13E-09,-5.17E-10,0,-4.13E-09,9
9.776826,1.4142,0.60709983,0.44224155,0.3197439,0.14642604,0.056079403,0.015925193,0.004209754,0.005089301,-151.91086,129.8047,-23.668125,30.816124,13.709781,14.384715,5.79864,12.029328,-1.4407836,16.953941,-4.5872216,10.250014,-6.276475,-2.21E-08,0,2.76E-09,0,0,-2.76E-09,-2.76E-09,9.65E-09,2.76E-09,0,-2.76E-09,0,-2.76E-09,2.76E-09,9.65E-09,1.38E-09,1.24E-08,6.89E-10,2.07E-09,-4.13E-09,6.89E-09,-2.76E-09,7.24E-09,-2.76E-09,-3.45E-10,-4.13E-09,9
10.71165,2.1856174,0.77990025,0.40072745,0.24011372,0.10553031,0.050757147,0.013119025,0.004133491,0.002483526,-152.7101,138.88976,-19.349516,30.156103,8.076924,12.496925,4.628025,14.228781,-1.0324068,15.51103,0.027349703,7.3613663,-2.6317034,-2.21E-08,1.10E-08,1.10E-08,0,-2.76E-09,1.10E-08,-2.76E-09,0,-5.51E-09,-1.10E-08,0,0,0,-8.27E-09,0,-5.51E-09,-6.89E-10,4.13E-09,-3.45E-09,2.07E-09,6.89E-09,1.03E-09,-1.38E-09,1.38E-09,6.89E-09,-1.38E-09,9
10.625502,1.4598639,0.27692184,0.10155356,0.060066234,0.053261604,0.030468123,0.003219987,0.000523993,0.000131875,-236.01143,149.16,-16.592634,55.11949,14.648599,10.855955,8.691975,11.301597,-0.2983126,13.286741,4.163701,8.573802,1.4865246,-1.65E-08,0,-1.24E-08,1.93E-08,5.51E-09,6.89E-10,-5.51E-09,-2.76E-09,4.13E-09,-2.76E-09,2.76E-09,-6.89E-09,2.76E-09,1.10E-08,8.27E-09,6.89E-09,5.51E-09,-1.10E-08,2.76E-09,-4.82E-09,6.89E-09,-2.41E-09,-6.89E-10,0,-4.13E-09,-4.13E-09,9
0.522139,0.11529495,0.057477098,0.03140209,0.046923354,0.023342704,0.008066058,0.001177797,0.000152645,5.34E-05,-273.77145,149.93024,-19.73207,33.792595,5.538645,12.065087,0.41949743,15.273474,-2.4925854,15.32904,-6.006174,3.3800452,-1.5254893,-5.24E-09,-1.96E-09,-1.57E-08,-1.31E-09,1.88E-09,7.20E-09,-9.17E-09,-1.31E-09,-5.24E-09,-5.89E-09,-9.82E-10,-1.96E-09,-6.55E-10,9.82E-10,-2.62E-09,3.93E-09,-7.20E-09,-1.96E-09,6.55E-10,0,-3.93E-09,-3.93E-09,-1.31E-09,5.24E-09,1.31E-09,-1.96E-09,1
1.3431581,0.21649384,0.1267203,0.051163953,0.03355102,0.014426041,0.010208686,0.003954271,0.000883801,0.00023787,-252.1989,135.48557,-16.03057,37.947445,-3.3228085,13.319012,4.9274635,3.475753,2.2526906,9.430885,-7.258236,5.367351,-7.27126,4.41E-08,-3.31E-08,2.76E-09,-5.51E-09,1.10E-08,-6.89E-09,-8.27E-09,1.65E-08,-2.76E-09,5.51E-09,0,0,-5.51E-09,4.41E-08,-1.10E-08,1.10E-08,1.10E-08,9.65E-09,7.58E-09,6.20E-09,-4.13E-09,5.68E-09,-1.38E-09,-7.06E-09,6.89E-09,-2.07E-09,2
1.4272124,0.16546816,0.052472375,0.0356607,0.02118489,0.011485735,0.00462564,0.00227106,0.000527351,0.00011096,-260.8756,149.38162,-15.451183,43.79431,1.9346063,19.122118,8.266199,7.1561694,8.482425,6.645612,0.53831834,7.543303,0.28524697,-1.38E-08,1.10E-08,0,-1.21E-08,-4.13E-09,1.10E-08,5.51E-09,-1.38E-08,-5.51E-09,1.38E-09,5.51E-09,4.13E-09,8.27E-09,1.10E-08,2.76E-09,6.89E-09,8.96E-09,0,-8.27E-09,-8.27E-09,-2.07E-09,9.65E-09,-5.68E-09,-4.13E-09,4.13E-09,-8.27E-09,2
0.33622503,0.10489829,0.09420473,0.09962259,0.054845292,0.013697859,0.007799599,0.004779333,0.000953289,0.000135928,-256.9566,125.16745,-21.659481,36.328598,-6.989382,16.865475,8.029654,7.916755,7.4626446,13.134115,-4.7519746,10.830885,-5.844612,1.62E-08,1.10E-08,-1.10E-08,5.51E-09,0,0,-1.10E-08,0,-6.89E-09,4.82E-09,4.13E-09,-1.10E-08,-2.76E-09,-1.93E-08,-2.34E-08,3.45E-09,-2.62E-08,6.89E-10,-2.24E-09,-4.13E-09,1.10E-08,-6.89E-09,4.13E-09,0,0,-1.38E-09,2
0.8203318,0.15675542,0.071939036,0.06648921,0.030538075,0.019156288,0.007342109,0.003084918,0.000622296,0.000112419,-240.23753,139.79095,-24.59316,41.921143,2.2277808,13.06515,3.1944678,5.529021,3.8063216,10.007712,-4.0993214,10.219466,-2.6685703,-5.51E-09,-5.51E-09,1.10E-08,-4.13E-09,-5.51E-09,-1.10E-08,0,5.51E-09,2.76E-09,0,4.13E-09,-2.76E-09,-2.07E-09,-1.38E-08,-2.45E-08,-2.76E-09,-1.03E-08,-1.38E-09,-5.86E-09,1.38E-09,4.82E-09,0,4.13E-09,-2.07E-09,-6.89E-10,0,2
1.5689834,0.15382813,0.117005296,0.07239078,0.034833968,0.016566629,0.009177454,0.005600028,0.001606853,0.000292883,-224.05515,137.57533,-23.073956,38.661945,-1.3863686,22.457912,7.967629,9.12955,4.92453,10.300469,-2.837584,8.74269,-2.6672542,-4.41E-08,0,0,0,-1.10E-08,-2.76E-09,-5.51E-09,5.51E-09,-5.51E-09,6.89E-10,2.41E-09,0,0,0,-1.38E-08,7.71E-09,0,4.13E-09,1.27E-08,1.72E-09,0,4.13E-09,-1.38E-08,4.65E-09,-4.82E-09,-3.45E-09,2
0.17119896,0.061267637,0.035810996,0.031675376,0.015985865,0.012197756,0.005436775,0.004093768,0.001050517,0.000144564,-289.00323,115.08749,-14.154005,44.936665,-11.29336,20.160868,5.1839104,2.694723,6.78131,7.5134177,-0.47915465,12.058337,-4.1451116,-3.31E-08,0,2.76E-09,-1.10E-08,1.10E-08,2.76E-09,0,-5.51E-09,0,-1.10E-08,-5.51E-09,5.51E-09,-1.38E-08,5.51E-09,0,5.51E-09,-2.76E-09,-5.51E-09,-9.65E-09,8.27E-09,6.89E-09,-2.76E-09,2.76E-09,0,-2.76E-09,4.13E-09,2
0.49441195,0.10795278,0.10666914,0.035442233,0.018082896,0.010523596,0.005067645,0.004006363,0.001002034,0.000664947,-252.59818,125.93096,-15.526135,32.989517,-4.5508537,18.82162,6.3746295,4.2825394,9.390639,6.248047,-3.9594975,9.807153,-5.1993,-1.10E-08,2.21E-08,-8.27E-09,0,-5.51E-09,1.10E-08,5.51E-09,6.89E-09,-5.51E-09,5.51E-09,0,1.38E-09,0,1.38E-08,-7.58E-09,-2.76E-09,1.38E-09,-1.10E-08,-2.76E-09,1.72E-09,1.17E-08,2.76E-09,-3.45E-10,-4.13E-09,-2.07E-09,-1.38E-09,2
1.0622312,0.11270874,0.06333061,0.024138406,0.01383967,0.006097956,0.002644508,0.001760359,0.000527318,0.000115579,-260.82944,144.96503,-13.32513,37.4613,-1.6443293,20.662834,5.030222,7.5754395,8.377158,8.404947,1.4722517,7.7356277,-1.5086197,1.65E-08,0,6.20E-09,0,5.51E-09,-5.51E-09,0,-4.82E-09,-5.51E-09,0,-5.51E-09,0,5.51E-09,1.38E-08,-4.13E-09,5.51E-09,-8.27E-09,6.89E-10,4.13E-09,1.21E-08,-6.89E-09,-8.27E-09,1.38E-09,-3.96E-09,-4.82E-09,5.17E-09,2
4.7166233,0.61714053,0.56837356,0.06514979,0.06303513,0.04665871,0.025889887,0.004186817,0.000456265,0.000111469,-234.08842,144.23927,-32.691784,42.606934,5.877879,9.432898,2.1398716,5.839229,-0.42570364,10.298641,-4.452709,-0.82421434,-9.988301,0,0,-8.27E-09,1.10E-08,0,-2.76E-09,2.76E-09,0,-2.76E-09,0,5.51E-09,0,-4.13E-09,0,-1.38E-09,2.76E-09,8.27E-09,0,2.41E-09,-2.76E-09,3.45E-10,-1.38E-09,1.38E-09,1.03E-09,2.76E-09,4.48E-09,9
2.2126207,2.8307936,0.37072212,0.05557421,0.114724375,0.08240682,0.071649574,0.007476064,0.000575588,9.37E-05,-223.74355,139.66867,-34.15405,56.587994,0.84333897,2.043748,-0.3962347,4.7924175,-0.011371679,11.64122,1.9931126,8.359067,1.2769605,0,1.65E-08,4.13E-09,0,2.76E-09,0,1.38E-09,6.20E-09,2.76E-09,-1.10E-08,-2.76E-09,2.76E-09,0,9.65E-09,-1.10E-08,1.38E-09,-6.89E-09,2.76E-09,-3.01E-09,-2.76E-09,-6.89E-09,0,-2.07E-09,-3.45E-09,3.45E-09,-4.82E-09,9
3.334422,0.7102299,0.35197005,0.13250668,0.16269372,0.09572374,0.023029514,0.003814996,0.00029867,8.70E-05,-232.77068,144.94865,-33.320168,43.028423,9.142848,8.591752,6.3378057,9.045173,3.0254118,10.213372,-12.245072,0.3283551,-7.578231,4.41E-08,0,-5.51E-09,0,-5.51E-09,2.76E-09,-5.51E-09,5.51E-09,0,-5.51E-09,0,0,2.76E-09,2.76E-09,5.51E-09,-2.76E-09,-2.76E-09,-3.45E-09,0,6.89E-10,-7.58E-09,0,-4.82E-09,5.51E-09,1.65E-08,-2.76E-09,9
2.9839509,2.1553552,0.35538882,0.100844055,0.1378528,0.07559646,0.036533765,0.00485458,0.000882008,0.000625454,-200.2668,137.01707,-28.846273,35.622856,4.405327,4.566464,-0.65259147,10.250202,-0.6092908,16.459925,-3.298604,5.3837366,-4.286195,0,-2.21E-08,1.65E-08,-8.27E-09,-1.38E-09,2.76E-09,-2.76E-09,-5.17E-10,0,0,1.10E-08,8.27E-09,2.76E-09,-5.51E-09,0,4.13E-09,5.51E-09,6.55E-09,-2.07E-09,2.76E-09,-2.76E-09,-6.89E-10,-4.48E-09,6.89E-10,1.38E-09,-2.76E-09,9
1.950715,0.86324114,0.24631926,0.053132392,0.11757472,0.06656659,0.03969976,0.007899595,0.000571084,0.000213389,-245.50735,132.21152,-29.167624,58.57151,5.421083,2.0145028,-3.0960827,3.7234504,-3.113344,17.431595,-10.485655,0.5298661,-8.20448,-5.51E-09,-1.10E-08,0,5.51E-09,5.51E-09,8.27E-09,-5.51E-09,8.27E-09,-6.89E-10,-6.89E-10,-5.51E-09,5.51E-09,0,1.10E-08,2.76E-09,8.27E-09,2.76E-09,-8.96E-09,-4.13E-09,1.10E-08,2.76E-09,-2.76E-09,0,0,-1.38E-09,-1.38E-09,9
3.314484,0.9763434,0.15581961,0.020862982,0.03574925,0.03387598,0.020472907,0.002021705,0.000194759,6.72E-05,-264.43497,152.98279,-22.007206,52.78178,12.007087,5.446644,4.9583373,7.241568,-0.1659619,11.004969,-2.5108082,5.073612,-6.730357,-1.65E-08,-8.27E-09,1.38E-08,0,0,-1.10E-08,2.76E-09,-5.51E-09,-5.51E-09,-5.51E-09,2.76E-09,-3.10E-09,2.76E-09,0,2.76E-09,1.65E-08,1.38E-09,2.76E-09,1.72E-09,0,-5.51E-09,-5.51E-09,-6.89E-10,2.41E-09,8.27E-09,-1.72E-10,9
12.046787,5.6713676,2.0283337,0.5492078,0.2318154,0.16088575,0.07940623,0.024298634,0.003206353,0.000658269,-169.9408,146.74059,-23.447805,43.95575,-2.5445044,16.898088,3.4223113,8.886112,3.1730046,7.5873375,-2.8457465,8.491925,-0.048152506,0,0,-5.51E-09,-5.51E-09,0,0,5.51E-09,-1.03E-09,0,0,0,0,-1.10E-08,1.38E-09,1.10E-08,4.13E-09,-1.38E-09,2.07E-09,-5.51E-09,-2.76E-09,9.65E-09,-7.58E-09,5.86E-09,-5.51E-09,3.45E-09,2.76E-09,9
13.937778,5.370268,2.4717517,0.7439741,0.3316845,0.22142088,0.05105571,0.018225964,0.002442608,0.000535242,-161.70714,148.94025,-28.352787,42.02418,-3.0343802,17.118237,0.99884367,12.742461,-1.0760006,5.798682,-6.573433,8.6798,-5.848353,-5.51E-09,-1.38E-08,0,0,-5.51E-09,-2.76E-09,1.38E-09,5.51E-09,-1.38E-09,-2.76E-09,0,-1.38E-09,-5.51E-09,6.20E-09,-5.51E-09,5.51E-09,-3.45E-09,8.27E-09,1.38E-09,-5.51E-09,-1.72E-09,6.89E-09,-5.51E-09,-6.20E-09,-8.96E-09,1.38E-09,9
27.566751,4.3795924,2.051213,0.7484223,0.26978183,0.22045837,0.06574244,0.018382916,0.00304608,0.000564236,-166.40324,149.07385,-22.610182,46.726425,4.840539,16.816196,4.267196,10.658212,5.4517026,6.5868535,-7.8537683,3.1559758,-8.1781845,5.51E-08,1.10E-08,2.76E-09,5.86E-09,-2.76E-09,-1.10E-08,5.51E-09,0,5.51E-09,-8.27E-09,0,0,0,3.45E-09,1.38E-08,2.76E-09,5.51E-09,-4.13E-09,-5.51E-09,0,-6.20E-09,2.07E-09,-1.38E-09,2.76E-09,4.13E-09,-2.76E-09,9
12.622842,4.885664,2.3562639,0.6750679,0.2678728,0.15097298,0.040400457,0.01379579,0.002012986,0.000373229,-160.38962,164.85379,-30.121716,33.646072,-2.212375,17.91362,5.2871914,10.132012,3.3969352,4.7715077,-7.8100076,9.48994,-1.918834,0,-1.65E-08,0,5.51E-09,-5.51E-09,-2.76E-09,0,-5.51E-09,5.51E-09,0,0,2.76E-09,5.51E-09,1.38E-09,-2.76E-09,2.24E-09,-2.76E-09,8.27E-09,7.92E-09,-5.51E-09,2.76E-09,-1.24E-08,4.13E-09,0,-4.13E-09,-2.07E-09,9
14.471573,4.9189677,2.5616083,0.9307064,0.48987046,0.12957516,0.05045034,0.023234693,0.003150523,0.001000237,-124.75104,155.0254,-28.6839,25.035332,-3.5903656,15.935661,2.4713378,8.096623,-2.972134,11.013542,-9.227983,6.256993,-5.9214945,-8.27E-09,2.21E-08,5.51E-09,-1.10E-08,6.89E-09,6.89E-09,2.76E-09,5.51E-09,0,2.76E-09,-6.89E-10,-2.07E-09,1.38E-09,-9.65E-09,-6.89E-09,1.03E-09,-1.38E-09,2.76E-09,-4.13E-09,-4.13E-09,1.38E-09,-3.79E-09,5.51E-09,-1.38E-09,2.76E-09,1.38E-09,9
9.778954,6.9217634,3.4907358,0.7783931,0.31131655,0.17049113,0.05001869,0.010791036,0.002599924,0.00046576,-159.93068,154.45471,-37.35596,27.01707,-6.310842,12.9028635,-3.8254426,10.241405,-2.2986798,6.1845865,-5.1989923,3.8100336,-1.0666292,-3.31E-08,-1.10E-08,0,5.51E-09,2.93E-09,5.51E-09,-2.76E-09,-1.38E-09,4.82E-09,-3.45E-10,-2.76E-09,-8.96E-09,0,1.10E-08,0,6.37E-09,4.82E-09,2.07E-09,8.27E-09,1.24E-08,-3.79E-09,-8.96E-09,2.76E-09,6.37E-09,2.76E-09,-4.13E-09,9
1.9524257,0.44384846,0.35687387,0.17737043,0.056516394,0.04127827,0.020478755,0.003513807,0.000762415,0.00024648,-203.70685,159.5611,-27.67117,27.588768,-3.0117753,11.277718,8.121337,14.767804,-5.5155654,9.368153,-8.454122,7.306632,-2.5801096,0,0,0,0,0,-5.51E-09,-1.38E-09,4.13E-09,5.51E-09,2.07E-09,1.38E-09,2.76E-09,-1.72E-09,0,-2.76E-09,-6.89E-10,1.24E-08,8.96E-09,6.37E-09,-4.13E-09,1.03E-09,0,1.38E-09,-6.89E-10,0,3.45E-09,9
1.201933,0.26554406,0.4060791,0.41575882,0.15514503,0.07325306,0.025855146,0.004056853,0.000566971,0.000217232,-212.12265,153.76736,-55.30978,28.508102,5.877352,14.893964,10.037154,14.717532,-6.981994,10.694577,-8.226141,11.277389,-2.539846,-2.21E-08,0,-5.51E-09,0,0,-5.51E-09,-2.76E-09,0,-2.76E-09,-2.76E-09,0,-1.38E-09,-5.51E-09,1.10E-08,-5.17E-09,0,5.51E-09,-6.55E-09,5.51E-09,1.38E-09,8.27E-09,-4.31E-10,-1.03E-09,-1.38E-09,0,2.76E-09,9
1.2336326,0.19246294,0.17795715,0.08681879,0.034165703,0.023849765,0.012286628,0.002188287,0.00033322,0.000110148,-249.63663,157.52869,-34.61963,40.55549,1.3083066,10.352948,10.196293,18.156443,-4.0581875,11.039777,-5.675861,7.853529,-2.076024,-2.21E-08,0,2.76E-09,4.41E-08,-2.76E-09,-2.76E-09,0,0,6.05E-09,0,-1.24E-08,0,6.89E-10,-1.10E-08,6.89E-10,-5.51E-09,5.51E-09,-5.51E-09,-2.76E-09,-4.13E-09,1.24E-08,6.89E-10,-5.51E-09,-1.38E-09,-2.76E-09,6.89E-09,9
1.035012,0.14339459,0.06356312,0.021195982,0.037332624,0.026007244,0.015061208,0.003116497,0.000190144,3.99E-05,-281.69067,140.96057,-32.017353,57.336536,7.1353683,10.98875,11.041511,15.172832,4.1405387,17.36478,-5.1775856,9.161172,2.9466028,-1.10E-08,0,0,0,-1.10E-08,-1.10E-08,-5.51E-09,-2.41E-09,-6.89E-10,0,4.13E-09,0,-5.51E-09,-1.10E-08,-8.27E-09,-6.20E-09,-2.76E-09,6.55E-09,0,-1.24E-08,-1.38E-08,2.76E-09,-2.76E-09,0,-4.13E-09,-2.76E-09,9
